agent,iteration,layer1,layer2,decision, payoff, norm or self, change
agent006,114,33,31,32,32.0,norm,0
agent007,114,28,31,28,28.0,norm eq. self,0
agent008,114,34,31,31,31.0,norm,0
agent009,114,29,31,29,29.0,norm eq. self,0
agent00a,114,31,31,31,31.0,norm eq. self,0
agent00b,114,32,31,31,31.0,norm,0
agent00c,114,32,31,31,31.0,norm,0
agent00d,114,35,31,33,33.0,norm,0
agent00e,114,35,31,33,33.0,norm,0
agent00f,114,33,31,31,31.0,norm,0
agent010,114,34,31,33,33.0,norm,0
agent011,114,32,31,31,31.0,norm,0
agent012,114,35,31,33,33.0,norm,0
agent013,114,30,31,30,30.0,norm eq. self,0
agent014,114,35,31,32,32.0,norm,0
agent015,114,34,31,32,32.0,norm,0
agent016,114,30,31,30,30.0,norm eq. self,0
agent017,114,34,31,31,31.0,norm,0
agent018,114,35,31,33,33.0,norm,0
agent019,114,32,31,31,31.0,norm,0
agent01a,114,34,31,31,31.0,norm,0
agent01b,114,33,31,31,31.0,norm,0
agent01c,114,34,31,33,33.0,norm,0
agent01d,114,35,31,33,33.0,norm,0
agent01e,114,34,31,32,32.0,norm,0
agent01f,114,33,31,31,31.0,norm,0
agent020,114,33,31,31,31.0,norm,0
agent021,114,36,31,33,33.0,norm,0
agent022,114,35,31,32,32.0,norm,0
agent023,114,31,31,31,31.0,norm eq. self,0
agent024,114,28,31,27,27.0,norm,0
agent025,114,34,31,33,33.0,norm,0
agent026,114,33,31,31,31.0,norm,0
agent027,114,33,31,31,31.0,norm,0
agent028,114,29,31,29,29.0,norm eq. self,0
agent029,114,32,31,31,31.0,norm,0
agent02a,114,33,31,31,31.0,norm,0
agent02b,114,32,31,31,31.0,norm,0
agent02c,114,35,31,32,32.0,norm,0
agent02d,114,34,31,32,32.0,norm,0
agent02e,114,32,31,31,31.0,norm,0
agent02f,114,33,31,31,31.0,norm,0
agent030,114,32,31,32,32.0,norm eq. self,0
agent031,114,34,31,32,32.0,norm,0
agent032,114,27,31,27,27.0,norm eq. self,0
agent033,114,34,31,31,31.0,norm,0
agent034,114,34,31,33,33.0,norm,0
agent035,114,32,31,31,31.0,norm,0
agent036,114,35,31,33,33.0,norm,0
agent037,114,32,31,31,31.0,norm,0
agent038,114,34,31,31,31.0,norm,0
agent039,114,34,31,33,33.0,norm,0
agent03a,114,31,30,30,30.0,norm,0
agent03b,114,35,31,32,32.0,norm,0
agent03c,114,35,31,33,33.0,norm,0
agent03d,114,32,31,31,31.0,norm,0
agent03e,114,33,31,31,31.0,norm,0
agent03f,114,28,31,28,28.0,norm eq. self,0
agent040,114,33,31,32,32.0,norm,0
agent041,114,30,31,30,30.0,norm eq. self,0
agent042,114,34,31,32,32.0,norm,0
agent043,114,34,31,32,32.0,norm,0
agent044,114,34,31,33,33.0,norm,0
agent045,114,33,31,32,32.0,norm,0
agent046,114,33,31,32,32.0,norm,0
agent047,114,34,31,32,32.0,norm,0
agent048,114,32,31,31,31.0,norm,0
agent049,114,32,31,31,31.0,norm,0
agent04a,114,32,31,31,31.0,norm,0
agent04b,114,34,31,32,32.0,norm,0
agent04c,114,32,31,31,31.0,norm,0
agent04d,114,33,31,32,32.0,norm,0
agent04e,114,28,31,27,27.0,norm,0
agent04f,114,33,31,31,31.0,norm,0
agent050,114,33,31,32,32.0,norm,0
agent051,114,32,31,32,32.0,norm eq. self,0
agent052,114,33,31,32,32.0,norm,0
agent053,114,33,31,32,32.0,norm,0
agent054,114,34,31,32,32.0,norm,0
agent055,114,32,31,31,31.0,norm,0
agent056,114,32,31,31,31.0,norm,0
agent057,114,32,31,31,31.0,norm,0
agent058,114,32,30,31,31.0,norm,0
agent059,114,34,31,32,32.0,norm,0
agent05a,114,33,31,31,31.0,norm,0
agent05b,114,33,31,31,31.0,norm,0
agent05c,114,33,31,31,31.0,norm,0
agent05d,114,32,31,31,31.0,norm,0
agent05e,114,33,31,31,31.0,norm,0
agent05f,114,34,31,32,32.0,norm,0
agent060,114,32,31,31,31.0,norm,0
agent061,114,33,31,32,32.0,norm,0
agent062,114,34,31,31,31.0,norm,0
agent063,114,35,31,33,33.0,norm,0
agent064,114,33,31,31,31.0,norm,0
agent065,114,30,31,30,30.0,norm eq. self,0
agent066,114,34,31,31,31.0,norm,0
agent067,114,33,31,32,32.0,norm,0
agent068,114,32,31,31,31.0,norm,0
agent069,114,33,31,31,31.0,norm,0
agent06a,114,33,31,31,31.0,norm,0
agent06b,114,34,31,32,32.0,norm,0
agent06c,114,34,31,31,31.0,norm,0
agent06d,114,32,31,31,31.0,norm,0
agent06e,114,32,31,31,31.0,norm,0
agent06f,114,32,31,32,32.0,norm eq. self,0
agent070,114,32,31,31,31.0,norm,0
agent071,114,30,31,30,30.0,norm eq. self,0
agent072,114,33,31,31,31.0,norm,0
agent073,114,32,31,31,31.0,norm,0
agent074,114,30,31,30,30.0,norm eq. self,0
agent075,114,32,31,31,31.0,norm,0
agent076,114,32,31,31,31.0,norm,0
agent077,114,27,31,26,26.0,norm,0
agent078,114,34,31,31,31.0,norm,0
agent079,114,33,31,31,31.0,norm,0
agent07a,114,33,31,32,32.0,norm,0
agent07b,114,32,31,31,31.0,norm,0
agent07c,114,35,31,33,33.0,norm,0
agent07d,114,28,31,27,27.0,norm,0
agent07e,114,34,31,31,31.0,norm,0
agent07f,114,34,31,31,31.0,norm,0
agent080,114,33,31,32,32.0,norm,0
agent081,114,28,31,27,27.0,norm,0
agent082,114,33,31,32,32.0,norm,0
agent083,114,32,31,31,31.0,norm,0
agent084,114,28,31,27,27.0,norm,0
agent085,114,27,31,26,26.0,norm,0
agent086,114,36,31,33,33.0,norm,0
agent087,114,31,31,31,31.0,norm eq. self,0
agent088,114,33,31,32,32.0,norm,0
agent089,114,29,31,29,29.0,norm eq. self,0
agent08a,114,29,31,29,29.0,norm eq. self,0
agent08b,114,34,31,31,31.0,norm,0
agent08c,114,33,31,31,31.0,norm,0
agent08d,114,33,31,31,31.0,norm,0
agent08e,114,33,31,31,31.0,norm,0
agent08f,114,32,31,31,31.0,norm,0
agent090,114,33,31,31,31.0,norm,0
agent091,114,32,31,31,31.0,norm,0
agent092,114,33,31,32,32.0,norm,0
agent093,114,32,31,31,31.0,norm,0
agent094,114,27,31,27,27.0,norm eq. self,0
agent095,114,30,31,30,30.0,norm eq. self,0
agent096,114,33,31,31,31.0,norm,0
agent097,114,33,31,32,32.0,norm,0
agent098,114,33,31,31,31.0,norm,0
agent099,114,32,31,31,31.0,norm,0
agent09a,114,35,31,32,32.0,norm,0
agent09b,114,36,31,33,33.0,norm,0
agent09c,114,30,31,30,30.0,norm eq. self,0
agent09d,114,32,31,31,31.0,norm,0
agent09e,114,34,31,31,31.0,norm,0
agent09f,114,34,31,33,33.0,norm,0
agent0a0,114,32,31,31,31.0,norm,0
agent0a1,114,32,31,31,31.0,norm,0
agent0a2,114,34,31,33,33.0,norm,0
agent0a3,114,32,31,31,31.0,norm,0
agent0a4,114,27,31,27,27.0,norm eq. self,0
agent0a5,114,29,31,29,29.0,norm eq. self,0
agent0a6,114,29,31,29,29.0,norm eq. self,0
agent0a7,114,32,31,31,31.0,norm,0
agent0a8,114,32,31,31,31.0,norm,0
agent0a9,114,32,31,31,31.0,norm,0
agent0aa,114,32,31,31,31.0,norm,0
agent0ab,114,33,31,31,31.0,norm,0
agent0ac,114,33,31,31,31.0,norm,0
agent0ad,114,33,31,31,31.0,norm,0
agent0ae,114,34,31,32,32.0,norm,0
agent0af,114,27,31,26,26.0,norm,0
agent0b0,114,32,31,31,31.0,norm,0
agent0b1,114,34,31,31,31.0,norm,0
agent0b2,114,32,31,31,31.0,norm,0
agent0b3,114,33,31,32,32.0,norm,0
agent0b4,114,28,31,27,27.0,norm,0
agent0b5,114,27,31,27,27.0,norm eq. self,0
agent0b6,114,30,31,30,30.0,norm eq. self,0
agent0b7,114,32,31,31,31.0,norm,0
agent0b8,114,33,31,31,31.0,norm,0
agent0b9,114,35,31,33,33.0,norm,0
agent0ba,114,33,31,31,31.0,norm,0
agent0bb,114,27,31,26,26.0,norm,0
agent0bc,114,33,31,31,31.0,norm,0
agent0bd,114,33,31,32,32.0,norm,0
agent0be,114,33,31,31,31.0,norm,0
agent0bf,114,30,31,30,30.0,norm eq. self,0
agent0c0,114,32,31,31,31.0,norm,0
agent0c1,114,32,31,31,31.0,norm,0
agent0c2,114,32,31,31,31.0,norm,0
agent0c3,114,33,31,32,32.0,norm,0
agent0c4,114,29,31,29,29.0,norm eq. self,0
agent0c5,114,29,31,29,29.0,norm eq. self,0
agent0c6,114,33,31,31,31.0,norm,0
agent0c7,114,35,31,32,32.0,norm,0
agent000,115,33,32,31,31.0,norm,0
agent001,115,32,34,31,31.0,norm,0
agent002,115,32,33,31,31.0,norm,0
agent003,115,28,32,27,27.0,norm,0
agent004,115,33,32,31,31.0,norm,0
agent005,115,32,33,31,31.0,norm,0
agent006,115,33,33,32,32.0,norm,0
agent007,115,28,33,28,28.0,norm eq. self,0
agent008,115,34,32,31,31.0,norm,0
agent009,115,29,32,29,29.0,norm eq. self,0
agent00a,115,31,32,31,31.0,norm eq. self,0
agent00b,115,32,32,31,31.0,norm,0
agent00c,115,32,33,31,31.0,norm,0
agent00d,115,35,33,33,33.0,norm,0
agent00e,115,35,33,33,33.0,norm,0
agent00f,115,33,32,31,31.0,norm,0
agent010,115,34,33,33,33.0,norm,0
agent011,115,32,33,31,31.0,norm,0
agent012,115,35,33,33,33.0,norm,0
agent013,115,30,32,30,30.0,norm eq. self,0
agent014,115,35,32,32,32.0,norm,0
agent015,115,34,32,32,32.0,norm,0
agent016,115,30,33,30,30.0,norm eq. self,0
agent017,115,34,33,31,31.0,norm,0
agent018,115,35,33,33,33.0,norm,0
agent019,115,32,32,31,31.0,norm,0
agent01a,115,34,33,31,31.0,norm,0
agent01b,115,33,33,31,31.0,norm,0
agent01c,115,34,33,33,33.0,norm,0
agent01d,115,35,33,33,33.0,norm,0
agent01e,115,34,33,32,32.0,norm,0
agent01f,115,33,32,31,31.0,norm,0
agent020,115,33,32,31,31.0,norm,0
agent021,115,36,33,33,33.0,norm,0
agent022,115,35,32,32,32.0,norm,0
agent023,115,31,32,31,31.0,norm eq. self,0
agent024,115,28,32,27,27.0,norm,0
agent025,115,34,33,33,33.0,norm,0
agent026,115,33,32,31,31.0,norm,0
agent027,115,33,33,31,31.0,norm,0
agent028,115,29,32,29,29.0,norm eq. self,0
agent029,115,32,32,31,31.0,norm,0
agent02a,115,33,32,31,31.0,norm,0
agent02b,115,32,32,31,31.0,norm,0
agent02c,115,35,33,32,32.0,norm,0
agent02d,115,34,32,32,32.0,norm,0
agent02e,115,32,33,31,31.0,norm,0
agent02f,115,33,32,31,31.0,norm,0
agent030,115,32,32,32,32.0,norm eq. self,0
agent031,115,34,32,32,32.0,norm,0
agent032,115,27,33,27,27.0,norm eq. self,0
agent033,115,34,32,31,31.0,norm,0
agent034,115,34,33,33,33.0,norm,0
agent035,115,32,33,31,31.0,norm,0
agent036,115,35,33,33,33.0,norm,0
agent037,115,32,32,31,31.0,norm,0
agent038,115,34,32,31,31.0,norm,0
agent039,115,34,32,33,33.0,norm,0
agent03a,115,31,33,30,30.0,norm,0
agent03b,115,35,32,32,32.0,norm,0
agent03c,115,35,33,33,33.0,norm,0
agent03d,115,32,34,31,31.0,norm,0
agent03e,115,33,32,31,31.0,norm,0
agent03f,115,28,32,28,28.0,norm eq. self,0
agent040,115,33,32,32,32.0,norm,0
agent041,115,30,32,30,30.0,norm eq. self,0
agent042,115,34,32,32,32.0,norm,0
agent043,115,34,32,32,32.0,norm,0
agent044,115,34,33,33,33.0,norm,0
agent045,115,33,32,32,32.0,norm,0
agent046,115,33,32,32,32.0,norm,0
agent047,115,34,32,32,32.0,norm,0
agent048,115,32,33,31,31.0,norm,0
agent049,115,32,32,31,31.0,norm,0
agent04a,115,32,33,31,31.0,norm,0
agent04b,115,34,33,32,32.0,norm,0
agent04c,115,32,32,31,31.0,norm,0
agent04d,115,33,32,32,32.0,norm,0
agent04e,115,28,33,27,27.0,norm,0
agent04f,115,33,33,31,31.0,norm,0
agent050,115,33,32,32,32.0,norm,0
agent051,115,32,33,32,32.0,norm eq. self,0
agent052,115,33,32,32,32.0,norm,0
agent053,115,33,32,32,32.0,norm,0
agent054,115,34,33,32,32.0,norm,0
agent055,115,32,32,31,31.0,norm,0
agent056,115,32,33,31,31.0,norm,0
agent057,115,32,32,31,31.0,norm,0
agent058,115,32,33,31,31.0,norm,0
agent059,115,34,32,32,32.0,norm,0
agent05a,115,33,33,31,31.0,norm,0
agent05b,115,33,32,31,31.0,norm,0
agent05c,115,33,33,31,31.0,norm,0
agent05d,115,32,33,31,31.0,norm,0
agent05e,115,33,33,31,31.0,norm,0
agent05f,115,34,32,32,32.0,norm,0
agent060,115,32,32,31,31.0,norm,0
agent061,115,33,33,32,32.0,norm,0
agent062,115,34,32,31,31.0,norm,0
agent063,115,35,32,33,33.0,norm,0
agent064,115,33,33,31,31.0,norm,0
agent065,115,30,33,30,30.0,norm eq. self,0
agent066,115,34,33,31,31.0,norm,0
agent067,115,33,32,32,32.0,norm,0
agent068,115,32,32,31,31.0,norm,0
agent069,115,33,32,31,31.0,norm,0
agent06a,115,33,32,31,31.0,norm,0
agent06b,115,34,33,32,32.0,norm,0
agent06c,115,34,33,31,31.0,norm,0
agent06d,115,32,33,31,31.0,norm,0
agent06e,115,32,33,31,31.0,norm,0
agent06f,115,32,32,32,32.0,norm eq. self,0
agent070,115,32,33,31,31.0,norm,0
agent071,115,30,32,30,30.0,norm eq. self,0
agent072,115,33,33,31,31.0,norm,0
agent073,115,32,33,31,31.0,norm,0
agent074,115,30,33,30,30.0,norm eq. self,0
agent075,115,32,32,31,31.0,norm,0
agent076,115,32,33,31,31.0,norm,0
agent077,115,27,33,26,26.0,norm,0
agent078,115,34,33,31,31.0,norm,0
agent079,115,33,33,31,31.0,norm,0
agent07a,115,33,32,32,32.0,norm,0
agent07b,115,32,33,31,31.0,norm,0
agent07c,115,35,33,33,33.0,norm,0
agent07d,115,28,33,27,27.0,norm,0
agent07e,115,34,34,31,31.0,norm,0
agent07f,115,34,32,31,31.0,norm,0
agent080,115,33,32,32,32.0,norm,0
agent081,115,28,32,27,27.0,norm,0
agent082,115,33,32,32,32.0,norm,0
agent083,115,32,33,31,31.0,norm,0
agent084,115,28,33,27,27.0,norm,0
agent085,115,27,34,26,26.0,norm,0
agent086,115,36,33,33,33.0,norm,0
agent087,115,31,32,31,31.0,norm eq. self,0
agent088,115,33,32,32,32.0,norm,0
agent089,115,29,32,29,29.0,norm eq. self,0
agent08a,115,29,32,29,29.0,norm eq. self,0
agent08b,115,34,32,31,31.0,norm,0
agent08c,115,33,32,31,31.0,norm,0
agent08d,115,33,32,31,31.0,norm,0
agent08e,115,33,32,31,31.0,norm,0
agent08f,115,32,32,31,31.0,norm,0
agent090,115,33,32,31,31.0,norm,0
agent091,115,32,32,31,31.0,norm,0
agent092,115,33,32,32,32.0,norm,0
agent093,115,32,34,31,31.0,norm,0
agent094,115,27,33,27,27.0,norm eq. self,0
agent095,115,30,32,30,30.0,norm eq. self,0
agent096,115,33,32,31,31.0,norm,0
agent097,115,33,32,32,32.0,norm,0
agent098,115,33,32,31,31.0,norm,0
agent099,115,32,32,31,31.0,norm,0
agent09a,115,35,32,32,32.0,norm,0
agent09b,115,36,33,33,33.0,norm,0
agent09c,115,30,32,30,30.0,norm eq. self,0
agent09d,115,32,32,31,31.0,norm,0
agent09e,115,34,32,31,31.0,norm,0
agent09f,115,34,32,33,33.0,norm,0
agent0a0,115,32,33,31,31.0,norm,0
agent0a1,115,32,33,31,31.0,norm,0
agent0a2,115,34,32,33,33.0,norm,0
agent0a3,115,32,33,31,31.0,norm,0
agent0a4,115,27,33,27,27.0,norm eq. self,0
agent0a5,115,29,32,29,29.0,norm eq. self,0
agent0a6,115,29,33,29,29.0,norm eq. self,0
agent0a7,115,32,33,31,31.0,norm,0
agent0a8,115,32,33,31,31.0,norm,0
agent0a9,115,32,32,31,31.0,norm,0
agent0aa,115,32,33,31,31.0,norm,0
agent0ab,115,33,32,31,31.0,norm,0
agent0ac,115,33,32,31,31.0,norm,0
agent0ad,115,33,33,31,31.0,norm,0
agent0ae,115,34,32,32,32.0,norm,0
agent0af,115,27,32,26,26.0,norm,0
agent0b0,115,32,33,31,31.0,norm,0
agent0b1,115,34,33,31,31.0,norm,0
agent0b2,115,32,32,31,31.0,norm,0
agent0b3,115,33,32,32,32.0,norm,0
agent0b4,115,28,33,27,27.0,norm,0
agent0b5,115,27,34,27,27.0,norm eq. self,0
agent0b6,115,30,32,30,30.0,norm eq. self,0
agent0b7,115,32,33,31,31.0,norm,0
agent0b8,115,33,32,31,31.0,norm,0
agent0b9,115,35,33,33,33.0,norm,0
agent0ba,115,33,33,31,31.0,norm,0
agent0bb,115,27,33,26,26.0,norm,0
agent0bc,115,33,32,31,31.0,norm,0
agent0bd,115,33,32,32,32.0,norm,0
agent0be,115,33,32,31,31.0,norm,0
agent0bf,115,30,32,30,30.0,norm eq. self,0
agent0c0,115,32,33,31,31.0,norm,0
agent0c1,115,32,33,31,31.0,norm,0
agent0c2,115,32,33,31,31.0,norm,0
agent0c3,115,33,33,32,32.0,norm,0
agent0c4,115,29,33,29,29.0,norm eq. self,0
agent0c5,115,29,33,29,29.0,norm eq. self,0
agent0c6,115,33,33,31,31.0,norm,0
agent0c7,115,35,32,32,32.0,norm,0
agent000,116,33,32,31,31.0,norm,0
agent001,116,32,34,31,31.0,norm,0
agent002,116,32,33,31,31.0,norm,0
agent003,116,28,32,27,27.0,norm,0
agent004,116,33,32,31,31.0,norm,0
agent005,116,32,33,31,31.0,norm,0
agent006,116,33,33,32,32.0,norm,0
agent007,116,28,33,28,28.0,norm eq. self,0
agent008,116,34,32,31,31.0,norm,0
agent009,116,29,32,29,29.0,norm eq. self,0
agent00a,116,31,32,31,31.0,norm eq. self,0
agent00b,116,32,32,31,31.0,norm,0
agent00c,116,32,33,31,31.0,norm,0
agent00d,116,35,33,33,33.0,norm,0
agent00e,116,35,33,33,33.0,norm,0
agent00f,116,33,32,31,31.0,norm,0
agent010,116,34,33,33,33.0,norm,0
agent011,116,32,33,31,31.0,norm,0
agent012,116,35,33,33,33.0,norm,0
agent013,116,30,32,30,30.0,norm eq. self,0
agent014,116,35,32,32,32.0,norm,0
agent015,116,34,32,32,32.0,norm,0
agent016,116,30,33,30,30.0,norm eq. self,0
agent017,116,34,33,31,31.0,norm,0
agent018,116,35,33,33,33.0,norm,0
agent019,116,32,32,31,31.0,norm,0
agent01a,116,34,33,31,31.0,norm,0
agent01b,116,33,33,31,31.0,norm,0
agent01c,116,34,33,33,33.0,norm,0
agent01d,116,35,33,33,33.0,norm,0
agent01e,116,34,33,32,32.0,norm,0
agent01f,116,33,32,31,31.0,norm,0
agent020,116,33,32,31,31.0,norm,0
agent021,116,36,33,33,33.0,norm,0
agent022,116,35,32,32,32.0,norm,0
agent023,116,31,32,31,31.0,norm eq. self,0
agent024,116,28,32,27,27.0,norm,0
agent025,116,34,33,33,33.0,norm,0
agent026,116,33,32,31,31.0,norm,0
agent027,116,33,33,31,31.0,norm,0
agent028,116,29,32,29,29.0,norm eq. self,0
agent029,116,32,32,31,31.0,norm,0
agent02a,116,33,32,31,31.0,norm,0
agent02b,116,32,32,31,31.0,norm,0
agent02c,116,35,33,32,32.0,norm,0
agent02d,116,34,32,32,32.0,norm,0
agent02e,116,32,33,31,31.0,norm,0
agent02f,116,33,32,31,31.0,norm,0
agent030,116,32,32,32,32.0,norm eq. self,0
agent031,116,34,32,32,32.0,norm,0
agent032,116,27,33,27,27.0,norm eq. self,0
agent033,116,34,32,31,31.0,norm,0
agent034,116,34,33,33,33.0,norm,0
agent035,116,32,33,31,31.0,norm,0
agent036,116,35,33,33,33.0,norm,0
agent037,116,32,32,31,31.0,norm,0
agent038,116,34,32,31,31.0,norm,0
agent039,116,34,32,33,33.0,norm,0
agent03a,116,31,33,30,30.0,norm,0
agent03b,116,35,32,32,32.0,norm,0
agent03c,116,35,33,33,33.0,norm,0
agent03d,116,32,34,31,31.0,norm,0
agent03e,116,33,32,31,31.0,norm,0
agent03f,116,28,32,28,28.0,norm eq. self,0
agent040,116,33,32,32,32.0,norm,0
agent041,116,30,32,30,30.0,norm eq. self,0
agent042,116,34,32,32,32.0,norm,0
agent043,116,34,32,32,32.0,norm,0
agent044,116,34,33,33,33.0,norm,0
agent045,116,33,32,32,32.0,norm,0
agent046,116,33,32,32,32.0,norm,0
agent047,116,34,32,32,32.0,norm,0
agent048,116,32,33,31,31.0,norm,0
agent049,116,32,32,31,31.0,norm,0
agent04a,116,32,33,31,31.0,norm,0
agent04b,116,34,33,32,32.0,norm,0
agent04c,116,32,32,31,31.0,norm,0
agent04d,116,33,32,32,32.0,norm,0
agent04e,116,28,33,27,27.0,norm,0
agent04f,116,33,33,31,31.0,norm,0
agent050,116,33,32,32,32.0,norm,0
agent051,116,32,33,32,32.0,norm eq. self,0
agent052,116,33,32,32,32.0,norm,0
agent053,116,33,32,32,32.0,norm,0
agent054,116,34,33,32,32.0,norm,0
agent055,116,32,32,31,31.0,norm,0
agent056,116,32,33,31,31.0,norm,0
agent057,116,32,32,31,31.0,norm,0
agent058,116,32,33,31,31.0,norm,0
agent059,116,34,32,32,32.0,norm,0
agent05a,116,33,33,31,31.0,norm,0
agent05b,116,33,32,31,31.0,norm,0
agent05c,116,33,33,31,31.0,norm,0
agent05d,116,32,33,31,31.0,norm,0
agent05e,116,33,33,31,31.0,norm,0
agent05f,116,34,32,32,32.0,norm,0
agent060,116,32,32,31,31.0,norm,0
agent061,116,33,33,32,32.0,norm,0
agent062,116,34,32,31,31.0,norm,0
agent063,116,35,32,33,33.0,norm,0
agent064,116,33,33,31,31.0,norm,0
agent065,116,30,33,30,30.0,norm eq. self,0
agent066,116,34,33,31,31.0,norm,0
agent067,116,33,32,32,32.0,norm,0
agent068,116,32,32,31,31.0,norm,0
agent069,116,33,32,31,31.0,norm,0
agent06a,116,33,32,31,31.0,norm,0
agent06b,116,34,33,32,32.0,norm,0
agent06c,116,34,33,31,31.0,norm,0
agent06d,116,32,33,31,31.0,norm,0
agent06e,116,32,33,31,31.0,norm,0
agent06f,116,32,32,32,32.0,norm eq. self,0
agent070,116,32,33,31,31.0,norm,0
agent071,116,30,32,30,30.0,norm eq. self,0
agent072,116,33,33,31,31.0,norm,0
agent073,116,32,33,31,31.0,norm,0
agent074,116,30,33,30,30.0,norm eq. self,0
agent075,116,32,32,31,31.0,norm,0
agent076,116,32,33,31,31.0,norm,0
agent077,116,27,33,26,26.0,norm,0
agent078,116,34,33,31,31.0,norm,0
agent079,116,33,33,31,31.0,norm,0
agent07a,116,33,32,32,32.0,norm,0
agent07b,116,32,33,31,31.0,norm,0
agent07c,116,35,33,33,33.0,norm,0
agent07d,116,28,33,27,27.0,norm,0
agent07e,116,34,34,31,31.0,norm,0
agent07f,116,34,32,31,31.0,norm,0
agent080,116,33,32,32,32.0,norm,0
agent081,116,28,32,27,27.0,norm,0
agent082,116,33,32,32,32.0,norm,0
agent083,116,32,33,31,31.0,norm,0
agent084,116,28,33,27,27.0,norm,0
agent085,116,27,34,26,26.0,norm,0
agent086,116,36,33,33,33.0,norm,0
agent087,116,31,32,31,31.0,norm eq. self,0
agent088,116,33,32,32,32.0,norm,0
agent089,116,29,32,29,29.0,norm eq. self,0
agent08a,116,29,32,29,29.0,norm eq. self,0
agent08b,116,34,32,31,31.0,norm,0
agent08c,116,33,32,31,31.0,norm,0
agent08d,116,33,32,31,31.0,norm,0
agent08e,116,33,32,31,31.0,norm,0
agent08f,116,32,32,31,31.0,norm,0
agent090,116,33,32,31,31.0,norm,0
agent091,116,32,32,31,31.0,norm,0
agent092,116,33,32,32,32.0,norm,0
agent093,116,32,34,31,31.0,norm,0
agent094,116,27,33,27,27.0,norm eq. self,0
agent095,116,30,32,30,30.0,norm eq. self,0
agent096,116,33,32,31,31.0,norm,0
agent097,116,33,32,32,32.0,norm,0
agent098,116,33,32,31,31.0,norm,0
agent099,116,32,32,31,31.0,norm,0
agent09a,116,35,32,32,32.0,norm,0
agent09b,116,36,33,33,33.0,norm,0
agent09c,116,30,32,30,30.0,norm eq. self,0
agent09d,116,32,32,31,31.0,norm,0
agent09e,116,34,32,31,31.0,norm,0
agent09f,116,34,32,33,33.0,norm,0
agent0a0,116,32,33,31,31.0,norm,0
agent0a1,116,32,33,31,31.0,norm,0
agent0a2,116,34,32,33,33.0,norm,0
agent0a3,116,32,33,31,31.0,norm,0
agent0a4,116,27,33,27,27.0,norm eq. self,0
agent0a5,116,29,32,29,29.0,norm eq. self,0
agent0a6,116,29,33,29,29.0,norm eq. self,0
agent0a7,116,32,33,31,31.0,norm,0
agent0a8,116,32,33,31,31.0,norm,0
agent0a9,116,32,32,31,31.0,norm,0
agent0aa,116,32,33,31,31.0,norm,0
agent0ab,116,33,32,31,31.0,norm,0
agent0ac,116,33,32,31,31.0,norm,0
agent0ad,116,33,33,31,31.0,norm,0
agent0ae,116,34,32,32,32.0,norm,0
agent0af,116,27,32,26,26.0,norm,0
agent0b0,116,32,33,31,31.0,norm,0
agent0b1,116,34,33,31,31.0,norm,0
agent0b2,116,32,32,31,31.0,norm,0
agent0b3,116,33,32,32,32.0,norm,0
agent0b4,116,28,33,27,27.0,norm,0
agent0b5,116,27,34,27,27.0,norm eq. self,0
agent0b6,116,30,32,30,30.0,norm eq. self,0
agent0b7,116,32,33,31,31.0,norm,0
agent0b8,116,33,32,31,31.0,norm,0
agent0b9,116,35,33,33,33.0,norm,0
agent0ba,116,33,33,31,31.0,norm,0
agent0bb,116,27,33,26,26.0,norm,0
agent0bc,116,33,32,31,31.0,norm,0
agent0bd,116,33,32,32,32.0,norm,0
agent0be,116,33,32,31,31.0,norm,0
agent0bf,116,30,32,30,30.0,norm eq. self,0
agent0c0,116,32,33,31,31.0,norm,0
agent0c1,116,32,33,31,31.0,norm,0
agent0c2,116,32,33,31,31.0,norm,0
agent0c3,116,33,33,32,32.0,norm,0
agent0c4,116,29,33,29,29.0,norm eq. self,0
agent0c5,116,29,33,29,29.0,norm eq. self,0
agent0c6,116,33,33,31,31.0,norm,0
agent0c7,116,35,32,32,32.0,norm,0
agent000,117,33,31,31,31.0,norm,0
agent001,117,32,31,31,31.0,norm,0
agent002,117,32,31,31,31.0,norm,0
agent003,117,28,31,27,27.0,norm,0
agent004,117,33,31,31,31.0,norm,0
agent005,117,32,31,31,31.0,norm,0
agent006,117,33,31,32,32.0,norm,0
agent007,117,28,31,28,28.0,norm eq. self,0
agent008,117,34,31,31,31.0,norm,0
agent009,117,29,31,29,29.0,norm eq. self,0
agent00a,117,31,31,31,31.0,norm eq. self,0
agent00b,117,32,31,31,31.0,norm,0
agent00c,117,32,31,31,31.0,norm,0
agent00d,117,35,31,33,33.0,norm,0
agent00e,117,35,31,33,33.0,norm,0
agent00f,117,33,31,31,31.0,norm,0
agent010,117,34,31,33,33.0,norm,0
agent011,117,32,31,31,31.0,norm,0
agent012,117,35,31,33,33.0,norm,0
agent013,117,30,31,30,30.0,norm eq. self,0
agent014,117,35,31,32,32.0,norm,0
agent015,117,34,31,32,32.0,norm,0
agent016,117,30,31,30,30.0,norm eq. self,0
agent017,117,34,31,31,31.0,norm,0
agent018,117,35,31,33,33.0,norm,0
agent019,117,32,31,31,31.0,norm,0
agent01a,117,34,31,31,31.0,norm,0
agent01b,117,33,31,31,31.0,norm,0
agent01c,117,34,31,33,33.0,norm,0
agent01d,117,35,31,33,33.0,norm,0
agent01e,117,34,31,32,32.0,norm,0
agent01f,117,33,31,31,31.0,norm,0
