iteration, 300
pop_size, 200
LNK_strat, RND
L2agg_strat, RND
dec_strat, QUART
popname, pop1(3-8).csv
netname, net1.csv
COMMF, 0.75

agent,iteration,layer1,layer2,decision,payoff,dec_base,change
agent05b,1,38,44,38,38.0,self,1
agent05c,1,18,43,18,18.0,self,3
agent05d,1,16,35,32,32.0,norm,19
agent05e,1,19,18,19,19.0,self,3
agent05f,1,4,8,4,4.0,self,1
agent060,1,23,24,23,23.0,self,2
agent061,1,28,20,28,28.0,self,1
agent062,1,29,27,29,29.0,self,1
agent063,1,4,34,4,4.0,self,1
agent064,1,38,24,38,38.0,self,1
agent065,1,28,26,28,28.0,norm=self,3
agent066,1,24,40,24,24.0,self,1
agent067,1,23,19,23,23.0,self,3
agent068,1,41,13,41,41.0,self,3
agent069,1,24,18,24,24.0,self,1
agent06a,1,19,44,19,19.0,self,2
agent06b,1,16,9,16,16.0,self,3
agent06c,1,33,28,33,33.0,self,3
agent06d,1,32,42,32,32.0,self,2
agent06e,1,23,42,23,23.0,self,3
agent06f,1,26,19,26,26.0,self,2
agent070,1,8,34,24,24.0,norm,18
agent071,1,40,10,40,40.0,self,3
agent072,1,32,30,32,32.0,self,3
agent073,1,42,31,42,42.0,self,1
agent074,1,35,6,35,35.0,self,2
agent075,1,10,12,10,10.0,self,3
agent076,1,21,14,21,21.0,self,1
agent077,1,28,24,28,28.0,self,1
agent078,1,40,19,40,40.0,self,2
agent079,1,6,33,6,6.0,self,1
agent07a,1,12,38,12,12.0,self,3
agent07b,1,33,25,33,33.0,self,3
agent07c,1,34,25,34,34.0,self,1
agent07d,1,42,4,42,42.0,self,3
agent07e,1,27,31,27,27.0,self,3
agent07f,1,26,20,26,26.0,self,2
agent080,1,38,38,38,38.0,self,1
agent081,1,38,15,38,38.0,self,3
agent082,1,30,12,30,30.0,self,1
agent083,1,21,39,21,21.0,self,1
agent084,1,25,30,25,25.0,self,2
agent085,1,25,29,25,25.0,self,1
agent086,1,42,26,42,42.0,self,1
agent087,1,29,28,29,29.0,self,1
agent088,1,15,13,15,15.0,self,1
agent089,1,22,10,22,22.0,self,2
agent08a,1,15,34,15,15.0,self,1
agent08b,1,37,32,37,37.0,self,3
agent08c,1,43,21,43,43.0,self,3
agent08d,1,44,23,44,44.0,self,2
agent08e,1,19,12,19,19.0,self,1
agent08f,1,26,32,26,26.0,self,1
agent090,1,19,41,23,23.0,norm,5
agent091,1,13,10,13,13.0,self,2
agent092,1,8,43,8,8.0,self,1
agent093,1,25,24,25,25.0,self,2
agent094,1,15,33,15,15.0,self,2
agent095,1,12,41,12,12.0,self,2
agent096,1,32,46,32,32.0,self,2
agent097,1,25,29,25,25.0,self,3
agent098,1,6,18,6,6.0,self,1
agent099,1,24,40,24,24.0,self,1
agent09a,1,23,32,23,23.0,self,2
agent09b,1,17,23,17,17.0,self,1
agent09c,1,33,26,33,33.0,self,3
agent09d,1,13,14,13,13.0,self,2
agent09e,1,16,32,16,16.0,self,2
agent09f,1,7,23,7,7.0,self,3
agent0a0,1,43,26,43,43.0,self,3
agent0a1,1,24,40,24,24.0,self,1
agent0a2,1,20,32,20,20.0,self,3
agent0a3,1,38,42,38,38.0,self,2
agent0a4,1,29,25,29,29.0,self,3
agent0a5,1,12,29,12,12.0,self,3
agent0a6,1,35,13,35,35.0,self,1
agent0a7,1,37,9,37,37.0,self,3
agent0a8,1,44,42,44,44.0,self,2
agent0a9,1,26,13,26,26.0,self,3
agent0aa,1,33,24,33,33.0,self,2
agent0ab,1,19,8,19,19.0,self,3
agent0ac,1,34,28,34,34.0,self,1
agent0ad,1,44,40,44,44.0,self,3
agent0ae,1,41,12,41,41.0,self,1
agent0af,1,20,31,20,20.0,self,1
agent0b0,1,29,29,29,29.0,self,1
agent0b1,1,43,23,43,43.0,self,2
agent0b2,1,27,6,27,27.0,self,3
agent0b3,1,42,26,42,42.0,self,2
agent0b4,1,41,16,41,41.0,self,1
agent0b5,1,24,19,24,24.0,self,1
agent0b6,1,15,31,15,15.0,self,1
agent0b7,1,43,33,43,43.0,self,2
agent0b8,1,37,32,37,37.0,self,1
agent0b9,1,39,26,39,39.0,self,3
agent0ba,1,11,24,11,11.0,self,3
agent0bb,1,35,30,35,35.0,self,2
agent0bc,1,24,27,24,24.0,self,2
agent0bd,1,21,43,23,23.0,norm,5
agent0be,1,17,35,17,17.0,self,1
agent0bf,1,7,31,7,7.0,self,2
