iteration, 300
pop_size, 200
LNK_strat, RND
L2agg_strat, RND
dec_strat, THRES
popname, pop1.csv
netname, net1.csv
COMMF, 1.0

agent,iteration,layer1,layer2,decision,payoff,dec_base,change
agent000,0,69,67,69,69.0,norm eq. self,1
agent001,0,67,66,67,67.0,norm eq. self,1
agent002,0,67,67,67,67.0,norm eq. self,1
agent003,0,65,68,65,65.0,norm eq. self,0
agent004,0,67,68,67,67.0,norm eq. self,0
agent005,0,65,67,65,65.0,norm eq. self,1
agent006,0,68,68,68,68.0,norm eq. self,1
agent007,0,64,68,64,64.0,norm eq. self,0
agent008,0,67,64,67,67.0,norm eq. self,1
agent009,0,68,67,68,68.0,norm eq. self,1
agent00a,0,62,68,62,62.0,norm eq. self,0
agent00b,0,69,64,69,69.0,norm eq. self,1
agent00c,0,64,66,64,64.0,norm eq. self,0
agent00d,0,68,68,68,68.0,norm eq. self,1
agent00e,0,66,64,66,66.0,norm eq. self,1
agent00f,0,66,70,66,66.0,norm eq. self,1
agent010,0,69,65,69,69.0,norm eq. self,1
agent011,0,67,64,67,67.0,norm eq. self,0
agent012,0,64,69,64,64.0,norm eq. self,0
agent013,0,62,68,62,62.0,norm eq. self,0
agent014,0,63,65,63,63.0,norm eq. self,0
agent015,0,66,67,66,66.0,norm eq. self,0
agent016,0,69,66,69,69.0,norm eq. self,1
agent017,0,66,67,66,66.0,norm eq. self,0
agent018,0,64,68,64,64.0,norm eq. self,0
agent019,0,64,67,64,64.0,norm eq. self,0
agent01a,0,67,67,67,67.0,norm eq. self,1
agent01b,0,68,64,68,68.0,norm eq. self,1
agent01c,0,69,64,69,69.0,norm eq. self,1
agent01d,0,67,65,67,67.0,norm eq. self,1
agent01e,0,69,64,69,69.0,norm eq. self,1
agent01f,0,64,64,64,64.0,norm eq. self,0
agent020,0,68,66,68,68.0,norm eq. self,1
agent021,0,62,69,62,62.0,norm eq. self,0
agent022,0,65,65,65,65.0,norm eq. self,1
agent023,0,68,68,68,68.0,norm eq. self,0
agent024,0,64,69,64,64.0,norm eq. self,0
agent025,0,67,66,67,67.0,norm eq. self,1
agent026,0,69,67,69,69.0,norm eq. self,1
agent027,0,64,67,64,64.0,norm eq. self,0
agent028,0,67,68,67,67.0,norm eq. self,1
agent029,0,69,69,69,69.0,norm eq. self,1
agent02a,0,65,62,65,65.0,norm eq. self,1
agent02b,0,66,65,66,66.0,norm eq. self,1
agent02c,0,70,72,70,70.0,norm eq. self,2
agent02d,0,65,67,65,65.0,norm eq. self,0
agent02e,0,61,65,61,61.0,norm eq. self,0
agent02f,0,66,68,66,66.0,norm eq. self,0
agent030,0,64,65,64,64.0,norm eq. self,0
agent031,0,67,64,67,67.0,norm eq. self,1
agent032,0,68,64,68,68.0,norm eq. self,1
agent033,0,64,65,64,64.0,norm eq. self,0
agent034,0,65,67,65,65.0,norm eq. self,0
agent035,0,68,65,68,68.0,norm eq. self,0
agent036,0,67,67,67,67.0,norm eq. self,0
agent037,0,67,64,67,67.0,norm eq. self,0
agent038,0,64,65,64,64.0,norm eq. self,0
agent039,0,62,67,62,62.0,norm eq. self,0
agent03a,0,66,69,66,66.0,norm eq. self,1
