iteration,occupied land ratio,profit factor
111,0.294775,1.0
112,0.294775,1.0
113,0.294775,1.0
114,0.294775,1.0
115,0.29485,1.0
116,0.294975,1.0
117,0.294975,1.0
118,0.2951,1.0
119,0.29525,1.0
120,0.29535,1.0
121,0.295475,1.0
122,0.2956,1.0
123,0.295575,1.0
124,0.295625,1.0
125,0.29565,1.0
126,0.2957,1.0
127,0.29575,1.0
128,0.2959,1.0
129,0.295925,1.0
130,0.2961,1.0
131,0.296125,1.0
132,0.2961,1.0
133,0.2961,1.0
134,0.296125,1.0
135,0.296175,1.0
136,0.296225,1.0
137,0.296275,1.0
138,0.296375,1.0
139,0.2964,1.0
140,0.296425,1.0
141,0.29645,1.0
142,0.296475,1.0
143,0.2965,1.0
144,0.296525,1.0
145,0.29655,1.0
146,0.29665,1.0
147,0.2967,1.0
148,0.29675,1.0
149,0.296925,1.0
150,0.29695,1.0
151,0.297025,1.0
152,0.297025,1.0
153,0.297025,1.0
154,0.297125,1.0
155,0.297175,1.0
156,0.2973,1.0
157,0.29735,1.0
158,0.297425,1.0
159,0.297425,1.0
160,0.297475,1.0
161,0.2975,1.0
162,0.297625,1.0
163,0.2977,1.0
164,0.29775,1.0
165,0.29775,1.0
166,0.2978,1.0
167,0.29785,1.0
168,0.2979,1.0
169,0.297925,1.0
170,0.29795,1.0
171,0.297975,1.0
172,0.298,1.0
173,0.298,1.0
174,0.29805,1.0
175,0.29815,1.0
176,0.298225,1.0
177,0.29825,1.0
178,0.298375,1.0
179,0.29845,1.0
180,0.29845,1.0
181,0.29845,1.0
182,0.2985,1.0
183,0.2986,1.0
184,0.298625,1.0
185,0.29865,1.0
186,0.298725,1.0
187,0.2988,1.0
188,0.298825,1.0
189,0.298875,1.0
190,0.298975,1.0
191,0.299025,1.0
192,0.299025,1.0
193,0.299075,1.0
194,0.299075,1.0
195,0.2991,1.0
196,0.2991,1.0
197,0.29915,1.0
198,0.299175,1.0
199,0.299175,1.0
200,0.299175,1.0
201,0.299175,1.0
202,0.299225,1.0
203,0.29935,1.0
204,0.29935,1.0
205,0.2994,1.0
206,0.29945,1.0
207,0.299525,1.0
208,0.299525,1.0
209,0.299675,1.0
210,0.2998,1.0
211,0.299825,1.0
212,0.29985,1.0
213,0.29985,1.0
214,0.29985,1.0
215,0.29985,1.0
216,0.2999,1.0
217,0.3,1.0
218,0.300025,1.0
219,0.300075,1.0
220,0.3001,1.0
221,0.3001,1.0
222,0.30015,1.0
223,0.300225,1.0
224,0.300275,1.0
225,0.30025,1.0
226,0.3003,1.0
227,0.3003,1.0
228,0.3003,1.0
229,0.3003,1.0
230,0.300325,1.0
231,0.30035,1.0
232,0.3004,1.0
233,0.300425,1.0
234,0.30045,1.0
235,0.3005,1.0
236,0.300525,1.0
237,0.30055,1.0
238,0.300575,1.0
239,0.3006,1.0
240,0.30065,1.0
241,0.300675,1.0
242,0.300675,1.0
243,0.3007,1.0
244,0.30075,1.0
245,0.300775,1.0
246,0.3008,1.0
247,0.300875,1.0
248,0.30095,1.0
249,0.300975,1.0
250,0.30105,1.0
251,0.301075,1.0
252,0.301075,1.0
253,0.3011,1.0
254,0.301125,1.0
255,0.301125,1.0
256,0.301175,1.0
257,0.301275,1.0
258,0.301275,1.0
259,0.3013,1.0
260,0.30135,1.0
261,0.301425,1.0
262,0.301425,1.0
263,0.301475,1.0
264,0.301525,1.0
265,0.301525,1.0
266,0.301575,1.0
267,0.301575,1.0
268,0.301625,1.0
269,0.3017,1.0
270,0.301725,1.0
271,0.301825,1.0
272,0.30185,1.0
273,0.3019,1.0
274,0.3019,1.0
275,0.3019,1.0
276,0.30195,1.0
277,0.301925,1.0
278,0.30205,1.0
279,0.302075,1.0
280,0.302125,1.0
281,0.3022,1.0
282,0.302325,1.0
283,0.30245,1.0
284,0.302475,1.0
285,0.302525,1.0
286,0.302525,1.0
287,0.30255,1.0
288,0.3026,1.0
289,0.302625,1.0
290,0.30265,1.0
291,0.302675,1.0
292,0.302675,1.0
293,0.302725,1.0
294,0.302825,1.0
295,0.302825,1.0
296,0.302875,1.0
297,0.3029,1.0
298,0.302925,1.0
299,0.30295,1.0
