iteration,occupied land ratio,profit factor
0,0.2885,1.0
1,0.2889,1.0
2,0.288925,1.0
3,0.289,1.0
4,0.289,1.0
5,0.289025,1.0
6,0.2891,1.0
7,0.2891,1.0
8,0.289125,1.0
9,0.289125,1.0
10,0.289125,1.0
11,0.289225,1.0
12,0.2894,1.0
13,0.28945,1.0
14,0.2895,1.0
15,0.289525,1.0
16,0.289575,1.0
17,0.28965,1.0
18,0.289675,1.0
19,0.289725,1.0
20,0.289875,1.0
21,0.289875,1.0
22,0.289975,1.0
23,0.290025,1.0
24,0.29005,1.0
25,0.290075,1.0
26,0.290175,1.0
27,0.290325,1.0
28,0.2905,1.0
29,0.2906,1.0
30,0.290625,1.0
31,0.2907,1.0
32,0.290775,1.0
33,0.290875,1.0
34,0.291125,1.0
35,0.2912,1.0
36,0.2912,1.0
37,0.291275,1.0
38,0.29135,1.0
39,0.291425,1.0
40,0.29145,1.0
41,0.291525,1.0
42,0.2916,1.0
43,0.2916,1.0
44,0.291625,1.0
45,0.291625,1.0
46,0.291625,1.0
47,0.29165,1.0
48,0.291725,1.0
49,0.291775,1.0
50,0.29185,1.0
51,0.2919,1.0
52,0.291925,1.0
53,0.291975,1.0
54,0.292025,1.0
55,0.29205,1.0
56,0.292075,1.0
57,0.2921,1.0
58,0.292125,1.0
59,0.292175,1.0
60,0.29215,1.0
61,0.2922,1.0
62,0.292275,1.0
63,0.292275,1.0
64,0.2923,1.0
65,0.2923,1.0
66,0.29235,1.0
67,0.2924,1.0
68,0.2924,1.0
69,0.292375,1.0
70,0.2924,1.0
71,0.292425,1.0
72,0.292525,1.0
73,0.292625,1.0
74,0.29275,1.0
75,0.292775,1.0
76,0.2928,1.0
77,0.292875,1.0
78,0.292975,1.0
79,0.293075,1.0
80,0.293125,1.0
81,0.293125,1.0
82,0.293225,1.0
83,0.293225,1.0
84,0.2933,1.0
85,0.2933,1.0
86,0.293325,1.0
87,0.2934,1.0
88,0.293425,1.0
89,0.293475,1.0
90,0.29365,1.0
91,0.2936,1.0
92,0.293725,1.0
93,0.29375,1.0
94,0.29375,1.0
95,0.29375,1.0
96,0.293775,1.0
97,0.2938,1.0
98,0.294025,1.0
99,0.29405,1.0
100,0.2941,1.0
101,0.294125,1.0
102,0.29425,1.0
103,0.29425,1.0
104,0.294275,1.0
105,0.294325,1.0
106,0.294375,1.0
107,0.29445,1.0
108,0.294475,1.0
109,0.29455,1.0
110,0.29465,1.0
