iteration,occupied land ratio,profit factor
0,0.303025,1.0
1,0.3022,1.0
2,0.301825,1.0
3,0.301225,1.0
4,0.30085,1.0
5,0.3011,1.0
6,0.30075,1.0
7,0.301325,1.0
8,0.3015,1.0
9,0.3009,1.0
10,0.30165,1.0
11,0.30145,1.0
12,0.301025,1.0
13,0.30035,1.0
14,0.300875,1.0
15,0.301225,1.0
16,0.301625,1.0
17,0.301625,1.0
18,0.301575,1.0
19,0.301025,1.0
20,0.301275,1.0
21,0.301075,1.0
22,0.300725,1.0
23,0.301525,1.0
24,0.3007,1.0
25,0.3011,1.0
26,0.300175,1.0
27,0.3006,1.0
28,0.301225,1.0
29,0.301525,1.0
30,0.3005,1.0
31,0.3009,1.0
32,0.301075,1.0
33,0.30145,1.0
34,0.301975,1.0
35,0.301725,1.0
36,0.301425,1.0
37,0.300225,1.0
38,0.301,1.0
39,0.300575,1.0
40,0.301,1.0
41,0.30165,1.0
42,0.3019,1.0
43,0.301525,1.0
44,0.30115,1.0
45,0.3015,1.0
46,0.3018,1.0
47,0.30155,1.0
48,0.30135,1.0
49,0.30075,1.0
50,0.30145,1.0
51,0.3022,1.0
52,0.30185,1.0
53,0.302075,1.0
54,0.3023,1.0
55,0.302275,1.0
56,0.302425,1.0
57,0.302275,1.0
58,0.30205,1.0
59,0.30315,1.0
60,0.30205,1.0
61,0.3014,1.0
62,0.301675,1.0
63,0.30185,1.0
64,0.3015,1.0
65,0.301825,1.0
66,0.30125,1.0
67,0.30145,1.0
68,0.30125,1.0
69,0.301725,1.0
70,0.302,1.0
71,0.30135,1.0
72,0.30175,1.0
73,0.301725,1.0
74,0.3027,1.0
75,0.30145,1.0
76,0.30155,1.0
77,0.302025,1.0
78,0.302275,1.0
79,0.30235,1.0
80,0.302125,1.0
81,0.30255,1.0
82,0.30175,1.0
83,0.3015,1.0
84,0.30175,1.0
85,0.301875,1.0
86,0.30285,1.0
87,0.300825,1.0
88,0.302,1.0
89,0.301725,1.0
90,0.3028,1.0
91,0.30385,1.0
92,0.3034,1.0
93,0.302525,1.0
94,0.3023,1.0
95,0.301875,1.0
96,0.3013,1.0
97,0.3018,1.0
98,0.30145,1.0
99,0.30125,1.0
100,0.3014,1.0
101,0.302425,1.0
102,0.3026,1.0
103,0.302075,1.0
104,0.302025,1.0
105,0.30305,1.0
106,0.3027,1.0
107,0.303125,1.0
108,0.302975,1.0
109,0.303025,1.0
110,0.303325,1.0
111,0.30275,1.0
112,0.30175,1.0
113,0.302275,1.0
114,0.3024,1.0
115,0.302625,1.0
116,0.302275,1.0
117,0.302375,1.0
118,0.30225,1.0
119,0.302225,1.0
120,0.3022,1.0
121,0.302875,1.0
122,0.302575,1.0
123,0.302675,1.0
124,0.302225,1.0
125,0.303025,1.0
126,0.302075,1.0
127,0.302725,1.0
128,0.302525,1.0
129,0.30235,1.0
130,0.302625,1.0
131,0.302675,1.0
132,0.3026,1.0
133,0.302375,1.0
134,0.30275,1.0
135,0.3027,1.0
136,0.30315,1.0
137,0.302575,1.0
138,0.30275,1.0
139,0.3028,1.0
140,0.3028,1.0
141,0.302875,1.0
142,0.302725,1.0
143,0.302675,1.0
144,0.302875,1.0
145,0.303075,1.0
146,0.30315,1.0
147,0.30265,1.0
148,0.303125,1.0
149,0.302225,1.0
150,0.302525,1.0
151,0.30305,1.0
152,0.303075,1.0
153,0.30355,1.0
154,0.303525,1.0
155,0.3028,1.0
156,0.3028,1.0
157,0.30335,1.0
158,0.303125,1.0
159,0.3035,1.0
160,0.3036,1.0
161,0.303325,1.0
162,0.3041,1.0
163,0.303925,1.0
164,0.303775,1.0
165,0.30315,1.0
166,0.302825,1.0
167,0.3023,1.0
168,0.30195,1.0
169,0.301775,1.0
170,0.301975,1.0
171,0.302225,1.0
172,0.30235,1.0
173,0.3032,1.0
174,0.30385,1.0
175,0.303875,1.0
176,0.304025,1.0
177,0.3043,1.0
178,0.304075,1.0
179,0.30445,1.0
180,0.3035,1.0
181,0.303725,1.0
182,0.303825,1.0
183,0.303475,1.0
184,0.3032,1.0
185,0.303075,1.0
186,0.30355,1.0
187,0.303375,1.0
188,0.30295,1.0
189,0.3024,1.0
190,0.30315,1.0
191,0.302825,1.0
192,0.303225,1.0
193,0.302975,1.0
194,0.303125,1.0
195,0.303125,1.0
196,0.3036,1.0
197,0.304325,1.0
198,0.302825,1.0
199,0.30245,1.0
200,0.30315,1.0
201,0.303625,1.0
202,0.303675,1.0
203,0.303725,1.0
204,0.30295,1.0
205,0.3031,1.0
206,0.302725,1.0
207,0.302925,1.0
208,0.30325,1.0
209,0.30345,1.0
210,0.304575,1.0
211,0.30415,1.0
212,0.303925,1.0
213,0.30455,1.0
214,0.303975,1.0
215,0.3044,1.0
216,0.304025,1.0
217,0.304425,1.0
218,0.303975,1.0
219,0.3038,1.0
220,0.30415,1.0
221,0.304425,1.0
222,0.3046,1.0
223,0.3051,1.0
224,0.3038,1.0
225,0.30425,1.0
226,0.3042,1.0
227,0.304075,1.0
228,0.303875,1.0
229,0.303875,1.0
230,0.30445,1.0
231,0.30415,1.0
232,0.303825,1.0
233,0.3044,1.0
234,0.304825,1.0
235,0.3047,1.0
236,0.3038,1.0
237,0.304375,1.0
238,0.304775,1.0
239,0.304475,1.0
240,0.304025,1.0
241,0.30405,1.0
242,0.303625,1.0
243,0.30385,1.0
244,0.303825,1.0
245,0.30375,1.0
246,0.30425,1.0
247,0.3048,1.0
248,0.304575,1.0
249,0.304475,1.0
250,0.304075,1.0
251,0.304025,1.0
252,0.304375,1.0
253,0.304825,1.0
254,0.304875,1.0
255,0.3048,1.0
256,0.305275,1.0
257,0.30515,1.0
258,0.3048,1.0
259,0.305675,1.0
260,0.305575,1.0
261,0.30555,1.0
262,0.30525,1.0
263,0.304925,1.0
264,0.305525,1.0
265,0.3048,1.0
266,0.305375,1.0
267,0.305025,1.0
268,0.305125,1.0
269,0.304275,1.0
270,0.3047,1.0
271,0.30565,1.0
272,0.3048,1.0
273,0.30515,1.0
274,0.305275,1.0
275,0.304875,1.0
276,0.304675,1.0
277,0.304975,1.0
278,0.305025,1.0
279,0.304875,1.0
280,0.305,1.0
281,0.304725,1.0
282,0.30465,1.0
283,0.30405,1.0
284,0.30445,1.0
285,0.3051,1.0
286,0.305275,1.0
287,0.30545,1.0
288,0.304425,1.0
289,0.3052,1.0
290,0.3049,1.0
291,0.30465,1.0
292,0.305025,1.0
293,0.30495,1.0
294,0.304975,1.0
295,0.305175,1.0
296,0.3049,1.0
297,0.30515,1.0
298,0.305875,1.0
299,0.305225,1.0
