iteration, 300
pop_size, 200
LNK_strat, RND
L2agg_strat, RND
dec_strat, RAND3
popname, pop1.csv
netname, net1.csv
COMMF, 0.75

agent,iteration,layer1,layer2,decision,payoff,dec_base,change
agent000,0,68,66,67,67.0,norm,0
agent001,0,67,62,67,67.0,norm eq. self,1
agent002,0,67,65,64,64.0,norm,2
agent003,0,63,67,64,64.0,norm,1
agent004,0,67,67,67,67.0,norm eq. self,0
agent005,0,67,67,66,66.0,norm,0
agent006,0,67,62,67,67.0,norm eq. self,1
agent007,0,63,63,63,63.0,norm eq. self,0
agent008,0,67,62,65,65.0,norm,1
agent009,0,68,66,67,67.0,norm,0
agent00a,0,64,62,64,64.0,norm eq. self,0
agent00b,0,68,67,70,70.0,norm,3
agent00c,0,64,67,64,64.0,norm eq. self,0
agent00d,0,67,62,67,67.0,norm eq. self,1
agent00e,0,68,66,67,67.0,norm,0
agent00f,0,67,63,68,68.0,norm,2
agent010,0,67,63,64,64.0,norm,2
agent011,0,65,62,64,64.0,norm,1
agent012,0,66,63,67,67.0,norm,1
agent013,0,62,63,62,62.0,norm eq. self,0
agent014,0,66,65,68,68.0,norm,2
agent015,0,64,66,62,62.0,norm,2
agent016,0,68,67,65,65.0,norm,2
agent017,0,64,63,65,65.0,norm,1
agent018,0,62,66,62,62.0,norm eq. self,0
agent019,0,64,64,62,62.0,norm,2
agent01a,0,66,62,66,66.0,norm eq. self,1
agent01b,0,67,65,67,67.0,norm eq. self,1
agent01c,0,68,62,67,67.0,norm,0
agent01d,0,67,62,62,62.0,norm,4
agent01e,0,67,66,66,66.0,norm,0
agent01f,0,64,67,64,64.0,norm eq. self,0
agent020,0,67,63,67,67.0,norm eq. self,1
agent021,0,64,64,64,64.0,norm eq. self,0
agent022,0,68,64,67,67.0,norm,0
agent023,0,62,65,64,64.0,norm,2
agent024,0,63,63,64,64.0,norm,1
agent025,0,67,66,64,64.0,norm,2
agent026,0,68,63,68,68.0,norm eq. self,1
agent027,0,63,63,64,64.0,norm,1
agent028,0,67,66,68,68.0,norm,2
agent029,0,68,67,67,67.0,norm,0
agent02a,0,67,63,67,67.0,norm eq. self,1
agent02b,0,68,65,67,67.0,norm,0
agent02c,0,69,65,66,66.0,norm,1
agent02d,0,64,64,62,62.0,norm,2
agent02e,0,64,65,64,64.0,norm eq. self,0
agent02f,0,64,64,64,64.0,norm eq. self,0
agent030,0,67,63,67,67.0,norm eq. self,0
agent031,0,67,65,66,66.0,norm,0
agent032,0,67,63,67,67.0,norm eq. self,1
agent033,0,66,66,65,65.0,norm,1
agent034,0,66,62,66,66.0,norm eq. self,0
agent035,0,62,65,64,64.0,norm,2
agent036,0,67,63,66,66.0,norm,1
agent037,0,67,64,66,66.0,norm,1
agent038,0,64,67,62,62.0,norm,2
agent039,0,64,62,64,64.0,norm eq. self,0
agent03a,0,67,66,66,66.0,norm,0
agent03b,0,64,62,64,64.0,norm eq. self,0
agent03c,0,67,66,64,64.0,norm,2
agent03d,0,67,63,65,65.0,norm,1
