iteration, 300
pop_size, 200
LNK_strat, RND
L2agg_strat, AVG
dec_strat, QUART
popname, pop1.csv
netname, net1.csv
COMMF, 0.75

agent,iteration,layer1,layer2,decision,payoff,dec_base,change
agent049,1,65,65,64,64.0,norm,0
agent04a,1,66,65,65,65.0,norm,0
agent04b,1,66,65,66,66.0,norm eq. self,0
agent04c,1,67,65,66,66.0,norm,0
agent04d,1,64,65,64,64.0,norm eq. self,0
agent04e,1,64,65,64,64.0,norm eq. self,0
agent04f,1,62,64,62,62.0,norm eq. self,0
agent050,1,62,64,62,62.0,norm eq. self,0
agent051,1,66,65,65,65.0,norm,0
agent052,1,67,65,66,66.0,norm,0
agent053,1,67,65,66,66.0,norm,0
agent054,1,66,65,66,66.0,norm eq. self,0
agent055,1,66,65,65,65.0,norm,0
agent056,1,67,65,66,66.0,norm,0
agent057,1,64,65,64,64.0,norm eq. self,0
agent058,1,66,65,65,65.0,norm,0
agent059,1,68,65,67,67.0,norm,0
agent05a,1,66,65,65,65.0,norm,0
agent05b,1,66,65,65,65.0,norm,0
agent05c,1,67,65,66,66.0,norm,0
agent05d,1,67,65,66,66.0,norm,0
agent05e,1,67,65,66,66.0,norm,0
agent05f,1,64,65,64,64.0,norm eq. self,0
agent060,1,64,65,64,64.0,norm eq. self,0
agent061,1,67,65,66,66.0,norm,0
agent062,1,62,65,62,62.0,norm eq. self,0
agent063,1,67,65,66,66.0,norm,0
agent064,1,67,65,66,66.0,norm,0
agent065,1,66,64,65,65.0,norm,0
agent066,1,62,65,62,62.0,norm eq. self,0
agent067,1,67,65,66,66.0,norm,0
agent068,1,67,65,66,66.0,norm,0
agent069,1,66,65,65,65.0,norm,0
agent06a,1,64,65,64,64.0,norm eq. self,0
agent06b,1,62,65,62,62.0,norm eq. self,0
agent06c,1,64,65,64,64.0,norm eq. self,0
agent06d,1,64,65,64,64.0,norm eq. self,0
agent06e,1,64,65,64,64.0,norm eq. self,0
agent06f,1,67,65,66,66.0,norm,0
agent070,1,64,65,64,64.0,norm eq. self,0
agent071,1,66,65,66,66.0,norm eq. self,0
agent072,1,67,65,66,66.0,norm,0
agent073,1,62,65,62,62.0,norm eq. self,0
agent074,1,64,65,64,64.0,norm eq. self,0
agent075,1,67,65,66,66.0,norm,0
agent076,1,62,65,62,62.0,norm eq. self,0
agent077,1,67,65,66,66.0,norm,0
agent078,1,66,65,66,66.0,norm eq. self,0
agent079,1,67,65,66,66.0,norm,0
agent07a,1,63,65,63,63.0,norm eq. self,0
agent07b,1,67,65,66,66.0,norm,0
agent07c,1,62,65,62,62.0,norm eq. self,0
agent07d,1,67,65,66,66.0,norm,0
agent07e,1,67,65,66,66.0,norm,0
agent07f,1,67,65,65,65.0,norm,0
agent080,1,67,65,66,66.0,norm,0
agent081,1,62,65,62,62.0,norm eq. self,0
agent082,1,66,65,65,65.0,norm,0
agent083,1,64,65,64,64.0,norm eq. self,0
agent084,1,67,65,66,66.0,norm,0
agent085,1,64,65,64,64.0,norm eq. self,0
agent086,1,66,65,65,65.0,norm,0
agent087,1,67,65,66,66.0,norm,0
agent088,1,63,65,63,63.0,norm eq. self,0
agent089,1,64,65,64,64.0,norm eq. self,0
agent08a,1,66,65,65,65.0,norm,0
agent08b,1,62,65,62,62.0,norm eq. self,0
agent08c,1,66,65,65,65.0,norm,0
agent08d,1,67,65,66,66.0,norm,0
agent08e,1,64,65,64,64.0,norm eq. self,0
agent08f,1,67,65,66,66.0,norm,0
agent090,1,67,65,66,66.0,norm,0
agent091,1,67,65,66,66.0,norm,0
agent092,1,67,65,66,66.0,norm,0
agent093,1,62,65,62,62.0,norm eq. self,0
agent094,1,64,65,64,64.0,norm eq. self,0
agent095,1,67,65,66,66.0,norm,0
agent096,1,66,65,65,65.0,norm,0
agent097,1,66,65,66,66.0,norm eq. self,0
agent098,1,67,64,66,66.0,norm,0
agent099,1,68,65,67,67.0,norm,0
agent09a,1,67,65,66,66.0,norm,0
agent09b,1,67,65,66,66.0,norm,0
agent09c,1,67,65,66,66.0,norm,0
agent09d,1,67,65,65,65.0,norm,0
agent09e,1,64,65,64,64.0,norm eq. self,0
agent09f,1,62,65,62,62.0,norm eq. self,0
agent0a0,1,63,65,63,63.0,norm eq. self,0
agent0a1,1,67,65,66,66.0,norm,0
agent0a2,1,67,65,66,66.0,norm,0
agent0a3,1,62,64,62,62.0,norm eq. self,0
agent0a4,1,64,65,64,64.0,norm eq. self,0
agent0a5,1,67,65,66,66.0,norm,0
agent0a6,1,62,65,62,62.0,norm eq. self,0
agent0a7,1,64,65,64,64.0,norm eq. self,0
agent0a8,1,64,65,64,64.0,norm eq. self,0
agent0a9,1,64,65,64,64.0,norm eq. self,0
agent0aa,1,67,65,66,66.0,norm,0
agent0ab,1,64,65,64,64.0,norm eq. self,0
agent0ac,1,66,65,65,65.0,norm,0
agent0ad,1,66,65,66,66.0,norm eq. self,0
agent0ae,1,64,65,64,64.0,norm eq. self,0
agent0af,1,67,65,66,66.0,norm,0
agent0b0,1,63,65,63,63.0,norm eq. self,0
agent0b1,1,64,65,64,64.0,norm eq. self,0
agent0b2,1,67,65,66,66.0,norm,0
agent0b3,1,67,65,66,66.0,norm,0
agent0b4,1,67,65,66,66.0,norm,0
agent0b5,1,67,65,66,66.0,norm,0
agent0b6,1,65,65,64,64.0,norm,0
agent0b7,1,67,65,66,66.0,norm,0
agent0b8,1,62,65,62,62.0,norm eq. self,0
agent0b9,1,67,65,66,66.0,norm,0
agent0ba,1,68,65,67,67.0,norm,0
agent0bb,1,66,65,65,65.0,norm,0
agent0bc,1,67,65,66,66.0,norm,0
agent0bd,1,62,65,62,62.0,norm eq. self,0
agent0be,1,64,65,64,64.0,norm eq. self,0
agent0bf,1,64,65,64,64.0,norm eq. self,0
agent0c0,1,66,65,65,65.0,norm,0
agent0c1,1,67,65,66,66.0,norm,0
agent0c2,1,66,65,65,65.0,norm,0
agent0c3,1,66,65,65,65.0,norm,0
agent0c4,1,66,65,66,66.0,norm eq. self,0
agent0c5,1,64,65,64,64.0,norm eq. self,0
agent0c6,1,62,65,62,62.0,norm eq. self,0
agent0c7,1,67,65,66,66.0,norm,0
agent000,2,67,65,66,66.0,norm,0
agent001,2,67,65,66,66.0,norm,0
agent002,2,67,65,66,66.0,norm,0
agent003,2,66,65,66,66.0,norm eq. self,0
agent004,2,64,65,64,64.0,norm eq. self,0
agent005,2,67,65,66,66.0,norm,0
agent006,2,66,65,65,65.0,norm,0
agent007,2,62,65,62,62.0,norm eq. self,0
agent008,2,66,65,65,65.0,norm,0
agent009,2,67,65,66,66.0,norm,0
agent00a,2,65,65,65,65.0,norm eq. self,0
agent00b,2,68,65,66,66.0,norm,0
agent00c,2,64,65,64,64.0,norm eq. self,0
agent00d,2,67,65,66,66.0,norm,0
agent00e,2,67,65,66,66.0,norm,0
agent00f,2,66,65,65,65.0,norm,0
agent010,2,67,65,66,66.0,norm,0
agent011,2,64,65,64,64.0,norm eq. self,0
agent012,2,64,65,64,64.0,norm eq. self,0
agent013,2,64,65,64,64.0,norm eq. self,0
agent014,2,64,65,64,64.0,norm eq. self,0
agent015,2,64,65,64,64.0,norm eq. self,0
agent016,2,67,65,66,66.0,norm,0
agent017,2,64,65,64,64.0,norm eq. self,0
agent018,2,64,65,64,64.0,norm eq. self,0
agent019,2,66,65,66,66.0,norm eq. self,0
agent01a,2,65,64,64,64.0,norm,0
agent01b,2,66,65,65,65.0,norm,0
agent01c,2,68,65,67,67.0,norm,0
agent01d,2,66,65,65,65.0,norm,0
agent01e,2,66,65,65,65.0,norm,0
agent01f,2,62,65,62,62.0,norm eq. self,0
agent020,2,67,65,66,66.0,norm,0
agent021,2,62,64,62,62.0,norm eq. self,0
agent022,2,67,65,66,66.0,norm,0
agent023,2,65,65,65,65.0,norm eq. self,0
agent024,2,62,65,62,62.0,norm eq. self,0
agent025,2,67,65,66,66.0,norm,0
agent026,2,65,65,64,64.0,norm,0
agent027,2,64,65,64,64.0,norm eq. self,0
agent028,2,67,65,66,66.0,norm,0
agent029,2,67,65,66,66.0,norm,0
agent02a,2,66,65,65,65.0,norm,0
agent02b,2,67,65,66,66.0,norm,0
agent02c,2,68,65,66,66.0,norm,0
agent02d,2,62,65,62,62.0,norm eq. self,0
agent02e,2,64,65,64,64.0,norm eq. self,0
agent02f,2,62,65,62,62.0,norm eq. self,0
agent030,2,66,65,66,66.0,norm eq. self,0
agent031,2,67,65,66,66.0,norm,0
agent032,2,66,65,65,65.0,norm,0
agent033,2,64,65,64,64.0,norm eq. self,0
agent034,2,64,65,64,64.0,norm eq. self,0
agent035,2,62,65,62,62.0,norm eq. self,0
agent036,2,64,65,64,64.0,norm eq. self,0
agent037,2,62,65,62,62.0,norm eq. self,0
agent038,2,62,64,62,62.0,norm eq. self,0
agent039,2,64,65,64,64.0,norm eq. self,0
agent03a,2,67,65,66,66.0,norm,0
agent03b,2,64,65,64,64.0,norm eq. self,0
agent03c,2,67,65,66,66.0,norm,0
agent03d,2,66,65,65,65.0,norm,0
agent03e,2,67,65,66,66.0,norm,0
agent03f,2,65,65,64,64.0,norm,0
agent040,2,62,65,62,62.0,norm eq. self,0
agent041,2,66,65,66,66.0,norm eq. self,0
agent042,2,64,65,64,64.0,norm eq. self,0
agent043,2,67,65,66,66.0,norm,0
agent044,2,64,65,64,64.0,norm eq. self,0
agent045,2,67,65,66,66.0,norm,0
agent046,2,64,65,64,64.0,norm eq. self,0
agent047,2,67,65,66,66.0,norm,0
agent048,2,67,65,66,66.0,norm,0
agent049,2,65,65,64,64.0,norm,0
agent04a,2,66,65,65,65.0,norm,0
agent04b,2,66,65,66,66.0,norm eq. self,0
agent04c,2,67,65,66,66.0,norm,0
agent04d,2,64,65,64,64.0,norm eq. self,0
agent04e,2,64,65,64,64.0,norm eq. self,0
agent04f,2,62,64,62,62.0,norm eq. self,0
agent050,2,62,64,62,62.0,norm eq. self,0
agent051,2,66,65,65,65.0,norm,0
agent052,2,67,65,66,66.0,norm,0
agent053,2,67,65,66,66.0,norm,0
agent054,2,66,65,66,66.0,norm eq. self,0
agent055,2,66,65,65,65.0,norm,0
agent056,2,67,65,66,66.0,norm,0
agent057,2,64,65,64,64.0,norm eq. self,0
agent058,2,66,65,65,65.0,norm,0
agent059,2,68,65,67,67.0,norm,0
agent05a,2,66,65,65,65.0,norm,0
agent05b,2,66,65,65,65.0,norm,0
agent05c,2,67,65,66,66.0,norm,0
agent05d,2,67,65,66,66.0,norm,0
agent05e,2,67,65,66,66.0,norm,0
agent05f,2,64,65,64,64.0,norm eq. self,0
agent060,2,64,65,64,64.0,norm eq. self,0
agent061,2,67,65,66,66.0,norm,0
agent062,2,62,65,62,62.0,norm eq. self,0
agent063,2,67,65,66,66.0,norm,0
agent064,2,67,65,66,66.0,norm,0
agent065,2,66,64,65,65.0,norm,0
agent066,2,62,65,62,62.0,norm eq. self,0
agent067,2,67,65,66,66.0,norm,0
agent068,2,67,65,66,66.0,norm,0
agent069,2,66,65,65,65.0,norm,0
agent06a,2,64,65,64,64.0,norm eq. self,0
agent06b,2,62,65,62,62.0,norm eq. self,0
agent06c,2,64,65,64,64.0,norm eq. self,0
agent06d,2,64,65,64,64.0,norm eq. self,0
agent06e,2,64,65,64,64.0,norm eq. self,0
agent06f,2,67,65,66,66.0,norm,0
agent070,2,64,65,64,64.0,norm eq. self,0
agent071,2,66,65,66,66.0,norm eq. self,0
agent072,2,67,65,66,66.0,norm,0
agent073,2,62,65,62,62.0,norm eq. self,0
agent074,2,64,65,64,64.0,norm eq. self,0
agent075,2,67,65,66,66.0,norm,0
agent076,2,62,65,62,62.0,norm eq. self,0
agent077,2,67,65,66,66.0,norm,0
agent078,2,66,65,66,66.0,norm eq. self,0
agent079,2,67,65,66,66.0,norm,0
agent07a,2,63,65,63,63.0,norm eq. self,0
agent07b,2,67,65,66,66.0,norm,0
agent07c,2,62,65,62,62.0,norm eq. self,0
agent07d,2,67,65,66,66.0,norm,0
agent07e,2,67,65,66,66.0,norm,0
agent07f,2,67,65,65,65.0,norm,0
agent080,2,67,65,66,66.0,norm,0
agent081,2,62,65,62,62.0,norm eq. self,0
agent082,2,66,65,65,65.0,norm,0
agent083,2,64,65,64,64.0,norm eq. self,0
agent084,2,67,65,66,66.0,norm,0
agent085,2,64,65,64,64.0,norm eq. self,0
agent086,2,66,65,65,65.0,norm,0
agent087,2,67,65,66,66.0,norm,0
agent088,2,63,65,63,63.0,norm eq. self,0
agent089,2,64,65,64,64.0,norm eq. self,0
agent08a,2,66,65,65,65.0,norm,0
agent08b,2,62,65,62,62.0,norm eq. self,0
agent08c,2,66,65,65,65.0,norm,0
agent08d,2,67,65,66,66.0,norm,0
agent08e,2,64,65,64,64.0,norm eq. self,0
agent08f,2,67,65,66,66.0,norm,0
agent090,2,67,65,66,66.0,norm,0
agent091,2,67,65,66,66.0,norm,0
agent092,2,67,65,66,66.0,norm,0
agent093,2,62,65,62,62.0,norm eq. self,0
agent094,2,64,65,64,64.0,norm eq. self,0
agent095,2,67,65,66,66.0,norm,0
agent096,2,66,65,65,65.0,norm,0
agent097,2,66,65,66,66.0,norm eq. self,0
agent098,2,67,64,66,66.0,norm,0
agent099,2,68,65,67,67.0,norm,0
agent09a,2,67,65,66,66.0,norm,0
agent09b,2,67,65,66,66.0,norm,0
agent09c,2,67,65,66,66.0,norm,0
agent09d,2,67,65,65,65.0,norm,0
agent09e,2,64,65,64,64.0,norm eq. self,0
agent09f,2,62,65,62,62.0,norm eq. self,0
agent0a0,2,63,65,63,63.0,norm eq. self,0
agent0a1,2,67,65,66,66.0,norm,0
agent0a2,2,67,65,66,66.0,norm,0
agent0a3,2,62,64,62,62.0,norm eq. self,0
agent0a4,2,64,65,64,64.0,norm eq. self,0
agent0a5,2,67,65,66,66.0,norm,0
agent0a6,2,62,65,62,62.0,norm eq. self,0
agent0a7,2,64,65,64,64.0,norm eq. self,0
agent0a8,2,64,65,64,64.0,norm eq. self,0
agent0a9,2,64,65,64,64.0,norm eq. self,0
agent0aa,2,67,65,66,66.0,norm,0
agent0ab,2,64,65,64,64.0,norm eq. self,0
agent0ac,2,66,65,65,65.0,norm,0
agent0ad,2,66,65,66,66.0,norm eq. self,0
agent0ae,2,64,65,64,64.0,norm eq. self,0
agent0af,2,67,65,66,66.0,norm,0
agent0b0,2,63,65,63,63.0,norm eq. self,0
agent0b1,2,64,65,64,64.0,norm eq. self,0
agent0b2,2,67,65,66,66.0,norm,0
agent0b3,2,67,65,66,66.0,norm,0
agent0b4,2,67,65,66,66.0,norm,0
agent0b5,2,67,65,66,66.0,norm,0
agent0b6,2,65,65,64,64.0,norm,0
