iteration,occupied land ratio,profit factor
0,0.315975,1.0
1,0.317075,1.0
2,0.316525,1.0
3,0.316025,1.0
4,0.316075,1.0
5,0.316,1.0
6,0.3154,1.0
7,0.315175,1.0
8,0.31555,1.0
9,0.31595,1.0
10,0.316225,1.0
11,0.316725,1.0
12,0.317175,1.0
13,0.317075,1.0
14,0.316,1.0
15,0.316075,1.0
16,0.315,1.0
17,0.315625,1.0
18,0.316375,1.0
19,0.31665,1.0
20,0.3172,1.0
21,0.316725,1.0
22,0.31665,1.0
23,0.3166,1.0
24,0.3167,1.0
25,0.316925,1.0
26,0.316425,1.0
27,0.316925,1.0
28,0.317375,1.0
29,0.31695,1.0
30,0.31605,1.0
31,0.3169,1.0
32,0.31695,1.0
33,0.31715,1.0
34,0.31625,1.0
35,0.316625,1.0
36,0.3164,1.0
37,0.316425,1.0
38,0.316175,1.0
39,0.315825,1.0
40,0.316525,1.0
41,0.315575,1.0
42,0.31565,1.0
43,0.31575,1.0
44,0.316425,1.0
45,0.31645,1.0
46,0.316025,1.0
47,0.316625,1.0
48,0.31655,1.0
49,0.316525,1.0
50,0.317125,1.0
51,0.3165,1.0
52,0.31515,1.0
53,0.31535,1.0
54,0.3167,1.0
55,0.316875,1.0
56,0.316275,1.0
57,0.316825,1.0
58,0.31595,1.0
59,0.316,1.0
60,0.3152,1.0
61,0.3156,1.0
62,0.31545,1.0
63,0.31595,1.0
64,0.31605,1.0
65,0.315975,1.0
66,0.316075,1.0
67,0.316225,1.0
68,0.316325,1.0
69,0.316375,1.0
70,0.3166,1.0
71,0.31525,1.0
72,0.3141,1.0
73,0.315025,1.0
74,0.31485,1.0
75,0.31525,1.0
76,0.31635,1.0
77,0.3162,1.0
78,0.316,1.0
79,0.3151,1.0
80,0.315925,1.0
81,0.3161,1.0
82,0.31595,1.0
83,0.316025,1.0
84,0.316375,1.0
85,0.31545,1.0
86,0.315675,1.0
87,0.316325,1.0
88,0.315925,1.0
89,0.3163,1.0
90,0.315175,1.0
91,0.31595,1.0
92,0.316725,1.0
93,0.3166,1.0
94,0.316,1.0
95,0.31555,1.0
96,0.31525,1.0
97,0.31555,1.0
98,0.316175,1.0
99,0.315775,1.0
100,0.316825,1.0
101,0.316225,1.0
102,0.316025,1.0
103,0.3159,1.0
104,0.31645,1.0
105,0.317375,1.0
106,0.3171,1.0
107,0.3165,1.0
108,0.315525,1.0
109,0.31655,1.0
110,0.3166,1.0
111,0.316725,1.0
112,0.3168,1.0
113,0.317075,1.0
114,0.317025,1.0
115,0.316775,1.0
116,0.316575,1.0
117,0.31715,1.0
118,0.316975,1.0
119,0.31625,1.0
120,0.316025,1.0
121,0.317175,1.0
122,0.316575,1.0
123,0.31665,1.0
124,0.317125,1.0
125,0.317,1.0
126,0.31765,1.0
127,0.317225,1.0
128,0.317275,1.0
129,0.3168,1.0
130,0.315925,1.0
131,0.316025,1.0
132,0.316675,1.0
133,0.317075,1.0
134,0.3175,1.0
135,0.31665,1.0
136,0.31625,1.0
137,0.316125,1.0
138,0.315925,1.0
139,0.316,1.0
140,0.316825,1.0
141,0.31635,1.0
142,0.31595,1.0
143,0.315825,1.0
144,0.316125,1.0
145,0.3163,1.0
146,0.3161,1.0
147,0.316525,1.0
148,0.3165,1.0
149,0.317125,1.0
150,0.3174,1.0
151,0.317975,1.0
152,0.3178,1.0
153,0.317025,1.0
154,0.316875,1.0
155,0.31695,1.0
156,0.316525,1.0
157,0.31575,1.0
158,0.316175,1.0
159,0.316275,1.0
160,0.3163,1.0
161,0.31635,1.0
162,0.31585,1.0
163,0.31585,1.0
164,0.315675,1.0
165,0.31615,1.0
166,0.316025,1.0
167,0.317025,1.0
168,0.317475,1.0
169,0.316325,1.0
170,0.3165,1.0
171,0.31645,1.0
172,0.315525,1.0
173,0.315175,1.0
174,0.315975,1.0
175,0.315525,1.0
176,0.31535,1.0
177,0.31595,1.0
178,0.31625,1.0
179,0.3162,1.0
180,0.3166,1.0
181,0.316125,1.0
182,0.31655,1.0
183,0.315775,1.0
184,0.315875,1.0
185,0.316375,1.0
186,0.31585,1.0
187,0.316925,1.0
188,0.316175,1.0
189,0.31695,1.0
190,0.3177,1.0
191,0.317875,1.0
192,0.31625,1.0
193,0.3169,1.0
194,0.31695,1.0
195,0.31695,1.0
196,0.315425,1.0
197,0.31615,1.0
198,0.315625,1.0
199,0.31705,1.0
200,0.31665,1.0
201,0.316325,1.0
202,0.316325,1.0
203,0.316825,1.0
204,0.31635,1.0
205,0.316625,1.0
206,0.316825,1.0
207,0.317275,1.0
208,0.31725,1.0
209,0.3175,1.0
210,0.317125,1.0
211,0.316875,1.0
212,0.317075,1.0
213,0.316325,1.0
214,0.317925,1.0
215,0.3173,1.0
216,0.316725,1.0
217,0.3163,1.0
218,0.3163,1.0
219,0.316475,1.0
220,0.316925,1.0
221,0.3173,1.0
222,0.3174,1.0
223,0.3169,1.0
224,0.316725,1.0
225,0.3172,1.0
226,0.31595,1.0
227,0.3169,1.0
228,0.31705,1.0
229,0.317875,1.0
230,0.31755,1.0
231,0.316825,1.0
232,0.3173,1.0
233,0.31715,1.0
234,0.317325,1.0
235,0.317125,1.0
236,0.316425,1.0
237,0.316175,1.0
238,0.316625,1.0
239,0.316525,1.0
240,0.315475,1.0
241,0.316075,1.0
242,0.315975,1.0
243,0.316975,1.0
244,0.3168,1.0
245,0.3164,1.0
246,0.316425,1.0
247,0.31705,1.0
248,0.316325,1.0
249,0.3164,1.0
250,0.316825,1.0
251,0.316425,1.0
252,0.316725,1.0
253,0.316775,1.0
254,0.316775,1.0
255,0.31615,1.0
256,0.31615,1.0
257,0.31525,1.0
258,0.315225,1.0
259,0.315475,1.0
260,0.3165,1.0
261,0.316725,1.0
262,0.3171,1.0
263,0.317275,1.0
264,0.316975,1.0
265,0.316175,1.0
266,0.316475,1.0
267,0.315925,1.0
268,0.3165,1.0
269,0.3166,1.0
270,0.31695,1.0
271,0.31725,1.0
272,0.3172,1.0
273,0.316875,1.0
274,0.3173,1.0
275,0.316025,1.0
276,0.315975,1.0
277,0.31675,1.0
278,0.316375,1.0
279,0.3163,1.0
280,0.315025,1.0
281,0.316,1.0
282,0.315275,1.0
283,0.316475,1.0
284,0.31565,1.0
285,0.315875,1.0
286,0.3164,1.0
287,0.315875,1.0
288,0.316225,1.0
289,0.316525,1.0
290,0.317,1.0
291,0.31645,1.0
292,0.316425,1.0
293,0.316875,1.0
294,0.316775,1.0
295,0.31685,1.0
296,0.317125,1.0
297,0.317375,1.0
298,0.317,1.0
299,0.317625,1.0
