iteration,occupied land ratio,profit factor
186,0.39745,1.0
187,0.397575,1.0
188,0.397725,1.0
189,0.39775,1.0
190,0.39795,1.0
191,0.398325,1.0
192,0.398475,1.0
193,0.398625,1.0
194,0.3987,1.0
195,0.39885,1.0
196,0.398925,1.0
197,0.399,1.0
198,0.39915,1.0
199,0.399225,1.0
200,0.399225,1.0
201,0.399225,1.0
202,0.399225,1.0
203,0.399225,1.0
204,0.399225,1.0
205,0.3993,1.0
206,0.39945,1.0
207,0.3996,1.0
208,0.399675,1.0
209,0.39975,1.0
210,0.39975,1.0
211,0.39975,1.0
212,0.39975,1.0
213,0.399825,1.0
214,0.3999,1.0
215,0.399975,1.0
216,0.399975,1.0
217,0.399975,1.0
218,0.399975,1.0
219,0.399975,1.0
220,0.40005,1.0
221,0.40005,1.0
222,0.40005,1.0
223,0.40005,1.0
224,0.4002,1.0
225,0.40035,1.0
226,0.4005,1.0
227,0.4005,1.0
228,0.4005,1.0
229,0.400575,1.0
230,0.400575,1.0
231,0.400575,1.0
232,0.400575,1.0
233,0.400575,1.0
234,0.40065,1.0
235,0.400875,1.0
236,0.401025,1.0
237,0.401025,1.0
238,0.401175,1.0
239,0.401475,1.0
240,0.40155,1.0
241,0.40155,1.0
242,0.401775,1.0
243,0.401775,1.0
244,0.401775,1.0
245,0.401775,1.0
246,0.401775,1.0
247,0.401775,1.0
248,0.401775,1.0
249,0.401775,1.0
250,0.40185,1.0
251,0.40185,1.0
252,0.401925,1.0
253,0.402,1.0
254,0.402,1.0
255,0.402,1.0
256,0.402,1.0
257,0.402,1.0
258,0.402,1.0
259,0.402,1.0
260,0.402,1.0
261,0.402,1.0
262,0.402,1.0
263,0.40215,1.0
264,0.4023,1.0
265,0.4023,1.0
266,0.40245,1.0
267,0.40245,1.0
268,0.40245,1.0
269,0.402675,1.0
270,0.402675,1.0
271,0.402675,1.0
272,0.402675,1.0
273,0.402825,1.0
274,0.40305,1.0
275,0.40305,1.0
276,0.40305,1.0
277,0.40305,1.0
278,0.4032,1.0
279,0.4032,1.0
280,0.403275,1.0
281,0.403275,1.0
282,0.403275,1.0
283,0.403275,1.0
284,0.403275,1.0
285,0.403275,1.0
286,0.40335,1.0
287,0.403425,1.0
288,0.4035,1.0
289,0.403575,1.0
290,0.403575,1.0
291,0.403725,1.0
292,0.403875,1.0
293,0.40395,1.0
294,0.40415,1.0
295,0.40415,1.0
296,0.40415,1.0
297,0.40415,1.0
298,0.40415,1.0
299,0.40415,1.0
